日期,执行策略,收益率,资金余额
2022-08-02,震荡策略,0.034774929084703476,84732.00889324705
2022-08-03,震荡策略,-0.02397306397306409,82700.723023483
2022-08-04,震荡策略,-0.01675681012407959,81314.9227106544
2022-08-05,超跌策略,0.010381166532678954,82159.06646490561
2022-08-08,超跌策略,-0.011232269713165266,81236.23367098992
2022-08-09,震荡策略,-0.0027311795695413865,81014.36292928123
2022-08-10,震荡策略,0.01689357394149571,82382.98505975021
2022-08-11,震荡策略,0.01405102243398848,83540.5502310037
2022-08-12,震荡策略,0.008890719475427078,84283.28582793038
2022-08-15,超跌策略,0.01100372612948286,85210.71602247385
2022-08-16,震荡策略,-0.0012390800056162332,85105.13312798616
2022-08-17,超跌策略,-0.00340136054421758,84815.65988605424
2022-08-18,震荡策略,-0.007409344490934555,84187.23144373253
2022-08-19,震荡策略,0.04282774437812953,87792.78067190714
2022-08-22,震荡策略,0.008362303608483446,88526.93055851862
2022-08-23,震荡策略,-0.00022169016582440637,88507.30500860317
2022-08-24,震荡策略,0.0304582644748157,91203.08391250839
2022-08-25,震荡策略,-0.03402462240512105,88099.93342020272
2022-08-26,震荡策略,0.0013993030479197976,88223.21192555914
2022-08-29,震荡策略,0.09950248756218905,97001.64097287845
2022-08-30,震荡策略,-0.043531835600061575,92778.98148511091
2022-08-31,超跌策略,0.011970848782142163,93889.62464263034
2022-09-01,震荡策略,0.002013085901390488,94078.63252228526
2022-09-02,震荡策略,0.06786608689937124,100463.38117241669
2022-09-05,震荡策略,0.03117356498041235,103595.18291354696
2022-09-06,震荡策略,-0.01953742722855223,101571.19956614498
2022-09-07,震荡策略,-0.0161950178529352,99926.25217582722
2022-09-08,震荡策略,0.01210170288819512,101135.52999038994
2022-09-09,震荡策略,0.009986184325835312,102145.48803476502
